49,49/2013,"ORIFLAME, d.o.o.",Dunajska cesta 49,Ljubljana,1000,SI79043674,1233025000,,47.750,,,,SZ,pridobitelj embaliranega blaga,QP,1.1.2014,3.12.2013,,Pola Mally,+386 1 200 47 62,pola.mally@oriflame.si,,,,,,"7,287",,"0,00","2,739",,"0,00","10,026",,,"0,00","6,280",,"0,00","6,280",,,"0,00","16,306","6,280","16,306","0,00","12,311",,"0,00",,,"0,00",,,"0,00","12,311",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","12,311","0,000","12,311","0,00","0,020",,"0,00","2,558",,"0,00",,,"0,00","2,578","2,558","2,578","0,00","0,811",,"0,00",,,"0,00",,,"0,00","0,811","0,000","0,811","0,00","5,794",,"0,00",,,"0,00",,,"0,00","5,794","0,000","5,794","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,035",,"0,00",,,"0,00",,,"0,00","0,035","0,000","0,035","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","28,997","8,838","37,835","0,000","8,838","37,835","0,00"
50,50/2013,"DZS GRAFIK, d.o.o.",Ulica Jožeta Jame 12,Ljubljana - Šentvid,1210,SI84969814,2120330000,mojca.kocbek@dzs-grafik.si,46.760,,,,IM,pridobitelj embaliranega blaga,QP,1.1.2014,2.12.2013,,Sandra Djuri?,+386 51 604 430; +386 1 586 72 09,sandra.djuric@dzs-grafik.si,,,,,,,"55,000","0,00",,"43,000","0,00","0,000",,"54,000","0,00","2,000","42,000","84,00","2,000",,"42,000","0,00","2,000","2,000","2,000","84,00",,"70,000","0,00",,"42,000","0,00",,"46,000","0,00","0,000",,"69,000","0,00","6,000","41,000","246,00",,"45,000","0,00","6,000",,"41,000","0,00","6,000","6,000","6,000","246,00",,"42,000","0,00","50,000","42,000","2.100,00",,"42,000","0,00","50,000","50,000","50,000","2.100,00",,"49,000","0,00",,"48,000","0,00",,"48,000","0,00","0,000","0,000","0,000","0,00",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00",,"39,000","0,00",,"38,000","0,00",,"38,000","0,00","0,000","0,000","0,000","0,00",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","0,000","58,000","58,000","0,000","58,000","58,000","2.430,00"
51,51/2013,"BONOPAN d.o.o., Logatec",Obrtniška ulica 6F,Logatec,1370,SI74299573,1647091000,,46.380,,,,SZ,pridobitelj embaliranega blaga,QP,1.1.2014,30.10.2013,,Gašper Svete,+386 1 75 09 039,gasper.svete@bonopan.si,,,,,,"8,100",,"0,00",,,"0,00","8,100",,,"0,00","70,000",,"0,00","70,000",,,"0,00","78,100","70,000","78,100","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","3,400",,"0,00",,,"0,00","3,400",,,"0,00","3,400","3,400","3,400","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","8,100","73,400","81,500","0,000","73,400","81,500","0,00"
52,52/2013,PPS - PEKARNE PTUJ d.d.,Rogozniška cesta 2,Ptuj ,2250,SI27352951,5048877000,pps@p-pekarne-slascicarne.si,10.710,,,,MR,embaler ,QP,1.1.2014,19.11.2013,,Sabina Pišek,+386 2 74 80 524,tehnologija@pps.si,,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","60,096",,"0,00","60,096",,,"0,00","60,096","60,096","60,096","0,00","6,560",,"0,00",,,"0,00",,,"0,00","6,560",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","6,560","0,000","6,560","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","6,560","60,096","66,656","0,000","60,096","66,656","0,00"
53,53/2013,ACTINIA d.o.o.,Zadobrovška cesta 67C,Ljubljana - Polje,1260,SI94965471,5596386000,shell@actinia.si,46.710,,,,IM,pridobitelj embaliranega blaga,QP,1.1.2014,3.12.2013,,Alenka Pokorn,+386 1 586 37 98,alenka.pokorn@actinia.si,pla?ilini rok 90 dni,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","4,100",,"0,00","4,100",,,"0,00","4,100","4,100","4,100","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","36,500",,"0,00",,,"0,00",,,"0,00","36,500",,,"0,00","36,500","36,500","36,500","0,00",,,"0,00","84,000",,"0,00",,,"0,00","84,000","84,000","84,000","0,00",,,"0,00","97,000",,"0,00",,,"0,00","97,000","97,000","97,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","221,600","221,600","0,000","221,600","221,600","0,00"
54,54/2013,VAMA TRADE POVŠI? & CO. d.o.o.,Industrijska cesta 7B,Nova Gorica,5000,SI30276071,5618410000,,46.900,,,,SZ,pridobitelj embaliranega blaga,LP,1.1.2015,16.1.2014,,Aleksander Sim?i?,+386 41 665 511,alex.simcic@vamatrade.si,veljavnost pogodbe 1.1.2015 !,,,,,,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","0,000","0,000","0,000","0,000","0,000","0,00"
55,55/2013,CELJSKE MESNINE d.d.,Cesta v Trnovlje 17,Celje,3000,SI73291978,5150949000,info@celje-mesnine.si,10.130,,,,DG,"embaler,pridobitelj embaliranega blaga",QD,1.1.2014,17.12.2013,,Martin Amon,+386 41 651 811,martin.amon@celjske-mesnine.si,,,,,,"1,000",,"0,00","159,777",,"0,00","160,777",,,"0,00",,,"0,00","0,000",,,"0,00","160,777","0,000","160,777","0,00","12,000",,"0,00","15,000",,"0,00","20,000",,"0,00","47,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","47,000","0,000","47,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","1,000",,"0,00",,,"0,00",,,"0,00","1,000","0,000","1,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","208,777","0,000","208,777","0,000","0,000","208,777","0,00"
56,56/2013,"PRŠUTARNA LOKEV NA KRASU, d.o.o.",Lokev 9,Lokev,6219,SI82377545,1593986000,PRSUTARNA@VOLJA.NET,10.130,,,,IM,proizvajalec,,1.1.2015,18.12.2013,,Tadej Kaltnekar,+386 51 663 119,prsutarna@volja.net,veljavnost pogodbe 1.1.2015 !,,,,"stranka zaradi nesprejetjs odpovedi unireka ,ne more sodelovati do 1.1.2015.",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","0,000","0,000","0,000","0,000","0,000","0,00"
57,57/2013,DVERI-PAX d.o.o.,Poli?ki Vrh 1,Jarenina,2221,SI53162382,5980925000,office@dveri-pax.com,01.210,,,,MR,embaler,QD,1.1.2014,3.12.2013,,Valerija Kolari?,+386 2 644 00 82,v.kolaric@dveri-pax.com,,,,,,"1,208",,"0,00",,,"0,00","1,208","0,908",,"0,00","1,280",,"0,00","2,188","0,390",,"0,00","3,396","2,578","3,786","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00","0,257",,"0,00","0,228",,"0,00",,,"0,00","0,485","0,228","0,485","0,00","0,054",,"0,00",,,"0,00","0,073",,"0,00","0,054","0,073","0,127","0,00","11,092",,"0,00","8,000",,"0,00","1,087",,"0,00","19,092","9,087","20,179","0,00","0,037",,"0,00","0,003",,"0,00","0,005",,"0,00","0,040","0,008","0,045","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","12,648","10,419","23,067","1,555","11,974","24,622","0,00"
58,58/2013,SLOVENIJALES TRGOVINA d.o.o.,Plemljeva ulica 8,Ljubljana - Šentvid,1210,SI56866801,5526671000,info@slovenijales-trgovina.si,46.730,,,,SZ,"pridobitelj embaliranega blaga, pridobitelj embalaže",QD,1.1.2014,2.12.2013,,Rosanda Eržen,+386 41 769 216,rosanda.erzen@slovenijales-trgovina.si,,,,,,"2,700",,"0,00",,,"0,00","2,700","2,900",,"0,00",,,"0,00","2,900","2,000",,"0,00","5,600","4,900","7,600","0,00","0,600",,"0,00",,,"0,00",,,"0,00","0,600",,,"0,00","0,700",,"0,00",,,"0,00","0,700","1,000",,"0,00","1,300","1,700","2,300","0,00","34,000",,"0,00","206,000",,"0,00","10,000",,"0,00","240,000","216,000","250,000","0,00","1,300",,"0,00","1,900",,"0,00","0,300",,"0,00","3,200","2,200","3,500","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","38,600","211,500","250,100","13,300","224,800","263,400","0,00"
59,59/2013,FORTRADE d.o.o.,Pod Hrušico 50,Vrhnika,1360,SI85034100,5665604000,fortrade@siol.net,46.490,,,,SZ,"pridobitelj embaliranega blaga, pridobitelj embalaže",QD,1.1.2014,16.12.2013,,Hilda Kogovšek,+386 1 75 07 111,hilda@fortrade.si,,,,,,,"55,000","0,00",,"43,000","0,00","0,000",,"54,000","0,00","65,900","42,000","2.767,80","65,900",,"42,000","0,00","65,900","65,900","65,900","2.767,80",,"70,000","0,00",,"43,000","0,00",,"46,000","0,00","0,000",,"69,000","0,00","3,400","42,000","142,80",,"45,000","0,00","3,400",,"42,000","0,00","3,400","3,400","3,400","142,80",,"46,000","0,00",,"45,000","0,00",,"45,000","0,00","0,000","0,000","0,000","0,00",,"49,000","0,00",,"48,000","0,00",,"48,000","0,00","0,000","0,000","0,000","0,00",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00",,"39,000","0,00",,"38,000","0,00",,"38,000","0,00","0,000","0,000","0,000","0,00",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","0,000","69,300","69,300","0,000","69,300","69,300","2.910,60"
60,60/2013,J.U.A. FRISCHEIS d.o.o.,Celovška cesta 492,Ljubljana - Šentvid,1210,SI28197542,5871417000,,46.900,,,,IM,pridobitelj embalaže,QP,1.1.2014,12.12.2013,,Vesna Brišar,+386 1 516 14 62,vesna.brisar@frischeis.si,,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","19,903",,"0,00","19,903",,,"0,00","19,903","19,903","19,903","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","1,481",,"0,00",,,"0,00","1,481",,,"0,00","1,481","1,481","1,481","0,00",,,"0,00","48,051",,"0,00",,,"0,00","48,051","48,051","48,051","0,00",,,"0,00","0,172",,"0,00",,,"0,00","0,172","0,172","0,172","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","69,607","69,607","0,000","69,607","69,607","0,00"
61,61/2013,PEKARNA BAŠKOV? d.o.o.,Prisojna pot 4,Vrhnika,1360,SI67829406,1404555000,,10.730,,,,IM,proizvajalec,QP,1.1.2014,12.12.2013,,Judita Poto?nik,"+386 40 623 040, +386 75 56 066",judita.baskovc@siol.net,,,,,,,"54,000","0,00","19,000","42,000","798,00","19,000",,"53,000","0,00",,"41,000","0,00","0,000",,"41,000","0,00","19,000","0,000","19,000","798,00","4,000","65,000","260,00",,"42,000","0,00",,"46,000","0,00","4,000",,"64,000","0,00",,"41,000","0,00",,"45,000","0,00","0,000",,"41,000","0,00","4,000","0,000","4,000","260,00",,"42,000","0,00",,"42,000","0,00",,"42,000","0,00","0,000","0,000","0,000","0,00",,"45,000","0,00",,"44,000","0,00",,"44,000","0,00","0,000","0,000","0,000","0,00",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00",,"39,000","0,00",,"38,000","0,00",,"38,000","0,00","0,000","0,000","0,000","0,00",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","23,000","0,000","23,000","0,000","0,000","23,000","1.058,00"
62,62/2013,PERNOD RICARD SLOVENIJA d.o.o.,Vurnikova ulica 2,Ljubljana,1000,SI74808885,5742552000,,46.340,,,,IM,pridobitelj embaliranega blaga,QD,1.1.2014,13.12.2013,,Peter Oven,+386 1 474 02 05; +386 1 47 40 221,peter.oven@pernod-ricard.com,Imamo dva aneksa.,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","57,380",,"0,00","57,380",,,"0,00","57,380","57,380","57,380","0,00","1,120",,"0,00",,,"0,00","0,380",,"0,00","1,500",,,"0,00","0,070",,"0,00",,,"0,00","0,070",,,"0,00","1,570","0,070","1,570","0,00","45,100",,"0,00",,,"0,00",,,"0,00","45,100","0,000","45,100","0,00","7,000",,"0,00",,,"0,00",,,"0,00","7,000","0,000","7,000","0,00","485,910",,"0,00",,,"0,00",,,"0,00","485,910","0,000","485,910","0,00","0,570",,"0,00",,,"0,00",,,"0,00","0,570","0,000","0,570","0,00","1,330",,"0,00",,,"0,00",,,"0,00","1,330","0,000","1,330","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","541,410","57,450","598,860","0,000","57,450","598,860","0,00"
63,63/2013,"LIP BLED, d.o.o.",Re?iška cesta 61a,Bled,4260,SI92815146,2284804000,lipbl@lip-bled.si,16.230,,,,IM,embaler,MP,1.1.2014,17.12.2013,,Boštjan Polak,+386 41 335 633; +386 4 579 50 31,bostjan.polak@lip-bled.si,,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","61,500",,"0,00","61,500",,,"0,00","61,500","61,500","61,500","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00","17,100",,"0,00","17,100",,,"0,00","17,100","17,100","17,100","0,00",,,"0,00","71,500",,"0,00",,,"0,00","71,500","71,500","71,500","0,00",,,"0,00","7,200",,"0,00",,,"0,00","7,200","7,200","7,200","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","157,300","157,300","0,000","157,300","157,300","0,00"
64,64/2013,"HARTMANN, d.o.o.",Leskoškova cesta 14,Ljubljana,1000,SI10259228,5609755000,,46.750,,,,IM,pridobitelj embaliranega blaga,QD,1.1.2014,17.12.2013,,Aleš Topli?ar,+386 1 524 71 38; +386 1 547 21 38,silj-info@sunchemical.com,,,,,,,,"0,00",,,"0,00","0,000",,,"0,00","1,250",,"0,00","1,250",,,"0,00","1,250","1,250","1,250","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","30,000",,"0,00",,,"0,00","30,000",,,"0,00","30,000","30,000","30,000","0,00",,,"0,00","37,500",,"0,00",,,"0,00","37,500","37,500","37,500","0,00",,,"0,00","32,500",,"0,00",,,"0,00","32,500","32,500","32,500","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,000","101,250","101,250","0,000","101,250","101,250","0,00"
65,65/2013,AKUSTIKA GROUP d.o.o.,Vojkova cesta 58,Ljubljana,1000,SI40034046,5580960000,,70.100,,,,IM,pridobitelj embaliranega blaga,QD,1.1.2014,17.12.2013,,Nina Vovk,+386 1 600 11 96,nina.vovk@kompas-mts.si,,,,,,"5,120",,"0,00",,,"0,00","5,120",,,"0,00","12,140",,"0,00","12,140",,,"0,00","17,260","12,140","17,260","0,00","6,570",,"0,00",,,"0,00",,,"0,00","6,570",,,"0,00","1,160",,"0,00",,,"0,00","1,160",,,"0,00","7,730","1,160","7,730","0,00",,,"0,00","2,100",,"0,00",,,"0,00","2,100","2,100","2,100","0,00","0,620",,"0,00",,,"0,00",,,"0,00","0,620","0,000","0,620","0,00","4,270",,"0,00",,,"0,00",,,"0,00","4,270","0,000","4,270","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","16,580","15,400","31,980","0,000","15,400","31,980","0,00"
66,66/2013,"JAKA & I, d.o.o.",Podjetniško naselje Ko?evje 6,Ko?evje,1330,SI92629938,5661374000,,46.740,,,,SZ,pridobitelj embaliranega blaga,QP,1.1.2014,2.1.2014,,Dušan Igli?,+386 1 89 50 642,dusan@jaka-i.si,,,,,,"3,180",,"0,00","6,950",,"0,00","10,130",,,"0,00",,,"0,00","0,000",,,"0,00","10,130","0,000","10,130","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","10,130","0,000","10,130","0,000","0,000","10,130","0,00"
67,67/2013,PRO EMBA d.o.o.,Lokarje 25,Vodice,1217,SI10724605,5435994000,,46.900,,,,IM,proizvajalec,QP,1.1.2014,18.12.2013,,Zdravko Rahne,+386 41 619 741,rz@proemba.si,,,,,,"1,500",,"0,00",,,"0,00","1,500","0,200",,"0,00","20,000",,"0,00","20,200",,,"0,00","21,700","20,200","21,700","0,00","40,000",,"0,00",,,"0,00",,,"0,00","40,000",,,"0,00","2,000",,"0,00",,,"0,00","2,000",,,"0,00","42,000","2,000","42,000","0,00","2,000",,"0,00",,,"0,00",,,"0,00","2,000","0,000","2,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","43,500","22,200","65,700","0,000","22,200","65,700","0,00"
68,68/2013,KRISTAN?I? DUŠAN,Medana 29,Dobrovo v Brdih,5212,SI96406402,NI ZAVEZANEC,,22.220,,,,SZ,embaler,QP,1.1.2014,1.12.2013,,Tereza Ma?us,+386 31 333 289; +386 5 39 59 533,info@kristancic.com,,,,,,,,"0,00","3,564",,"0,00","3,564",,,"0,00",,,"0,00","0,000",,,"0,00","3,564","0,000","3,564","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,096",,"0,00",,,"0,00",,,"0,00","0,096","0,000","0,096","0,00","30,388",,"0,00",,,"0,00",,,"0,00","30,388","0,000","30,388","0,00","0,175",,"0,00",,,"0,00",,,"0,00","0,175","0,000","0,175","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","34,223","0,000","34,223","0,000","0,000","34,223","0,00"
69,69/2013,EUROPAP d.o.o.,Cesta 24. junija 23,Ljubljana - ?rnu?e,1231,SI63858606,1195905000,europap@europap.si,46.490,,,,IM,proizvajalec,QD,1.1.2014,29.11.2013,,Brigita Založnik,+386 41 611 483; +386 1 523 10 21,brigita.zaloznik@europap.si,aneks 1 k pogodbi - cenik za 2015 velja 2 leti,,,,,,"53,000","0,00","28,292","42,000","1.188,26","28,292",,"52,000","0,00","84,872","41,000","3.479,75","84,872",,"41,000","0,00","113,164","84,872","113,164","4.668,02","4,080","55,000","224,40",,"41,000","0,00",,"46,000","0,00","4,080","12,244","54,000","661,18","3,128","40,000","125,12",,"45,000","0,00","15,372",,"40,000","0,00","19,452","15,372","19,452","1.010,70",,"44,000","0,00",,"43,000","0,00",,"43,000","0,00","0,000","0,000","0,000","0,00",,"49,000","0,00",,"48,000","0,00",,"48,000","0,00","0,000","0,000","0,000","0,00",,"30,000","0,00",,"29,000","0,00",,"29,000","0,00","0,000","0,000","0,000","0,00",,"39,000","0,00",,"38,000","0,00",,"38,000","0,00","0,000","0,000","0,000","0,00",,"62,000","0,00",,"61,000","0,00",,"61,000","0,00","0,000","0,000","0,000","0,00",,"549,000","0,00",,"548,000","0,00",,"548,000","0,00","0,000","0,000","0,000","0,00","32,372","100,244","132,616","0,000","100,244","132,616","5.678,71"
70,70/2013,SPORTI d.o.o.,Pod Trško goro 1,Novo mesto,8000,SI99403722,5304342000,,11.020,,,,SZ,embaler,QD,1.1.2014,16.12.2013,,Božidar Zajc,+386 7 33 82 576,sporti@sporti.si,,,,,,,,"0,00","5,200",,"0,00","5,200",,,"0,00",,,"0,00","0,000",,,"0,00","5,200","0,000","5,200","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","0,800",,"0,00",,,"0,00",,,"0,00","0,800","0,000","0,800","0,00","80,000",,"0,00",,,"0,00",,,"0,00","80,000","0,000","80,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","86,000","0,000","86,000","0,000","0,000","86,000","0,00"
71,71/2013,NOVA KUVERTA d.o.o.,Sloven?eva ulica 17,Ljubljana,1000,SI13504118,5824397000,,17.230,,,,IM,embaler,QP,1.1.2014,23.12.2013,,Matija Cedilnik,+386 40 90 90 59; +386 1 530 02 46,matija.cedilnik@novakuverta.si,,,,,,"14,000",,"0,00",,,"0,00","14,000",,,"0,00","26,000",,"0,00","26,000",,,"0,00","40,000","26,000","40,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","10,000",,"0,00",,,"0,00","10,000",,,"0,00","10,000","10,000","10,000","0,00",,,"0,00","16,000",,"0,00",,,"0,00","16,000","16,000","16,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","14,000","52,000","66,000","0,000","52,000","66,000","0,00"
72,72/2013,TOORK storitve d.o.o.,Za železnico 14,Logatec,1370,SI58052836,6450105000,,46.900,,,,SZ,pridobitelj embaliranega blaga,QP,1.1.2014,24.12.2013,,Nataša Krošelj,+386  41 749 546,info@toork.si,,,,,,"0,500",,"0,00",,,"0,00","0,500",,,"0,00","0,100",,"0,00","0,100",,,"0,00","0,600","0,100","0,600","0,00","0,400",,"0,00","0,100",,"0,00",,,"0,00","0,500",,,"0,00",,,"0,00",,,"0,00","0,000",,,"0,00","0,500","0,000","0,500","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00",,,"0,00",,,"0,00",,,"0,00","0,000","0,000","0,000","0,00","1,000","0,100","1,100","0,000","0,100","1,100","0,00"
